,2d,action,adventure,atmospheric,building,choices_matter,class_based,co_op,comedy,competitive,crafting,crime,dark_fantasy,dinosaurs,driving,exploration,fps,fantasy,first_person,free_to_play,funny,great_soundtrack,heist,horror,moba,mature,military,mod,moddable,multiplayer,multiple_endings,online_co_op,open_world,physics,pixel_graphics,post_apocalyptic,psychological_horror,pvp,rpg,racing,sandbox,shooter,simulation,singleplayer,story_rich,strategy,survival,tactical,team_based,third_person,third_person_shooter,trading,war,zombies,e_sports
mod,0.9999788986347511,0.8573699669414558,0.8273694294755343,0.9960580921836614,0.48093554437791397,1.0,0.9999186309476267,0.6906192336305675,0.5006522092471852,0.9999664004195798,0.999989555375527,1.0,1.0,1.0,0.9970907305074393,0.9998670476953195,0.8210960266278384,0.999988748771833,0.7465746224812914,0.988904632604443,0.4170257217343273,0.9980425216198984,1.0,0.9833252593013262,1.0,1.0,0.9997024795358095,0.0,0.35788982750336795,0.7271275290287518,1.0,0.6433290482347518,0.997736648388436,0.24050450060739437,1.0,0.9955967080184251,0.9979235627008387,0.9980213428711644,0.9998377479669561,0.9998215269611881,0.4290590883588692,0.8284178242223272,0.6196232849475368,0.7484202095031522,0.999574760358831,0.9924788191525885,0.9949118710844951,0.9995703267726437,0.999876194080229,0.9997274279256042,0.999593005815424,1.0,0.9994789068061232,0.9834510123939003,0.9999977137333841
moddable,0.9924461109542384,0.43999498215568367,0.5614759128975162,0.6749598190256192,0.6420742391374141,0.9991113040060904,0.7956040004094924,0.4910568713814002,0.39149955825192295,0.6846197825956303,0.9593346072623133,0.6245648917487701,0.9988393404855477,1.0,0.8037741356368868,0.920267269101339,0.567050010559488,0.7299994218004207,0.3389977634738365,0.9052193775274595,0.35291548654722416,0.7267662901214509,1.0,0.9742178298293269,1.0,0.6604614173339833,0.7154815539467992,0.35788982750336795,0.0,0.43826372822056525,0.9995394240138096,0.5321831505706378,0.5740131486352382,0.4423456874719164,0.9987154540564149,0.9202452181253133,0.9990174640058973,0.8133206534261844,0.6730138870078266,0.6243255978334532,0.37653063864873515,0.4590385774485971,0.5623127616478669,0.4880860623497377,0.8957995018302701,0.8166121396254702,0.9752648726439578,0.685519458095275,0.683458233073162,0.5971394533037683,0.6771143543312572,0.6564975815376712,0.7495447527646466,0.9612439228162664,0.7501954612125233
multiplayer,0.855353350030732,0.1079442335619285,0.3993510828528428,0.5645108856045224,0.5986743798300482,0.9998945882539272,0.7118449660086753,0.10275995320539233,0.5185916897896248,0.41703863302415334,0.5223575005068042,0.5607014650751843,0.9396761057292842,0.8233961261133249,0.9709287269920273,0.8619440231854072,0.27645182318289296,0.9098945853047037,0.1894636296471075,0.5050747669046296,0.496778654019118,0.7244153922954144,0.8801834744794457,0.8918217721307405,0.7819674885424566,0.6249232403947765,0.5472589301961169,0.7271275290287518,0.43826372822056525,0.0,0.9999020093334386,0.2656694985778636,0.41795753085216847,0.7542920252785867,0.881299504139347,0.7434860453356047,0.9806843228432095,0.4240495732558669,0.7343245318733909,0.5873796369733869,0.38110116320251386,0.14046149147303344,0.7221945518402321,0.4726400401710079,0.9640941243515206,0.5596256588436179,0.5095448032804011,0.43367582144805084,0.3787987767897415,0.5538254178984505,0.5267085288504729,0.48953817152103163,0.5717076994237253,0.617371753244707,0.5034358762683797
multiple_endings,0.5827659022067788,0.9589482029744594,0.8991296787751297,0.8314176776460694,0.9999818989657311,0.05400043483602135,0.9999975848307493,0.9998719780288907,0.6712075371998532,1.0,0.9998550847652677,0.9999709111119465,0.8646745881351744,1.0,0.9999955903532369,0.9923997647366645,0.9976871066077386,0.8195503166033602,0.9891941016036818,0.9944744038209693,0.6457021884607176,0.3935073443876296,1.0,0.916070706383527,1.0,0.8496056664419094,0.9999978280355529,1.0,0.9995394240138096,0.9999020093334386,0.0,0.9999707794084695,0.9391535594469937,0.9999695677441204,0.4321320025055705,0.9981688080669338,0.7469834414028718,1.0,0.5893564056429457,0.9999919157728113,0.9850728849565962,0.9990881430659212,0.9951070276723162,0.6450363494256657,0.2883335786026603,0.9975062216359246,0.9999762992578027,0.9986169112835814,1.0,0.907590445873635,0.9997484736919141,0.9999965150446802,1.0,0.9999355464344152,1.0
online_co_op,0.845360553358952,0.37058527165678734,0.7884160026453412,0.9283435265174103,0.6806919856226331,0.9999090665743893,0.7063403068007195,0.2582597130000608,0.6941336197268506,0.3167910540588562,0.8032631644978517,0.9077552262718849,0.9960166217082514,0.996363301415608,0.9896940307800238,0.9068443177451135,0.23546765280964455,0.8874545404009043,0.49524082236439726,0.5913602213233219,0.6271450630797897,0.9055142738104041,0.6767901753173025,0.9099266664459049,0.6854917201029402,0.9941417789619661,0.5378814845834958,0.6433290482347518,0.5321831505706378,0.2656694985778636,0.9999707794084695,0.0,0.9081805291947078,0.7132713772498065,0.8831255325746449,0.9488987741215075,0.9807209795953153,0.4092263185827708,0.8709920461288699,0.9716959794239336,0.673415399235727,0.31234962647628184,0.7507877510401773,0.7802502939164606,0.983575235229043,0.48745897021135154,0.7794363475007082,0.31975481622934865,0.22356101000162043,0.9456591190171836,0.8306368466463305,0.4337539225856991,0.5668694718051835,0.9001042624548184,0.3934439923599211
open_world,0.9032489473404041,0.30508398611101906,0.13650295100435184,0.2168669901869641,0.7062850933708267,0.9304141502121176,0.9995338117109838,0.4542006855354209,0.5882574254464307,0.9996188390820279,0.5068437035208065,0.365154495535557,0.8764230956621406,0.8020851806655311,0.8707277531642865,0.6291297668305238,0.8245976076757964,0.7242044451708547,0.29301692091888143,0.845761464822909,0.6532714702961373,0.5213655184848434,0.9986637577789234,0.8294233538948157,0.9998964941681404,0.3605307888330501,0.9210524708775969,0.997736648388436,0.5740131486352382,0.41795753085216847,0.9391535594469937,0.9081805291947078,0.0,0.9476753405376078,0.917054508891447,0.5592836571305859,0.9977731734948604,0.8373740103941418,0.4602547756549198,0.38635263558229516,0.3297221445542745,0.5359323149236842,0.7630183883346884,0.2657469845973971,0.7593506214944268,0.9570665113614318,0.46117229481067146,0.9677174959584655,0.9906919628824964,0.2539660972821286,0.39784362700582165,0.9986393038927559,0.9570713172313746,0.630205397372749,0.9999936319131969
physics,0.994301390047688,0.8415240758432477,0.8262366230459453,0.9673070625400679,0.5269270095785156,0.9996912268018433,0.9999928721888321,0.7285307282399422,0.5257762504254958,0.9866387033698061,0.9829412281026415,0.9961427318113724,0.9997465828066664,0.9999919702142858,0.9054712978038941,0.9589994078680854,0.8444244893081545,0.9977365106190679,0.7817832391754762,0.9981807789972579,0.43834630046256384,0.988791196665786,0.9999748219088217,0.9931825230418335,1.0,0.9992196434288881,0.9985627429411145,0.24050450060739437,0.4423456874719164,0.7542920252785867,0.9999695677441204,0.7132713772498065,0.9476753405376078,0.0,0.9994295328368876,0.999885791049535,0.9777976587090667,0.9993178653431228,0.9988212592424006,0.960473295473245,0.4433782628008174,0.8520546414431327,0.49247070833913076,0.7183955956624004,0.9897269048872405,0.9411215985605828,0.9875757634970213,0.9752574506772973,0.9819610840354717,0.9690682477354358,0.9893643195843701,0.999997394082215,0.9640953417005529,0.9970997057931963,0.9999852763249053
pixel_graphics,0.13660116448278414,0.90350132765756,0.7889502775741625,0.8892102585854806,0.707216292842054,0.5047938434227286,0.9999635800502421,0.8634600295208559,0.7544369626989849,0.999490194011932,0.7278561778896145,0.999760581534251,0.9993849914522758,0.9996980716259781,0.999978808085185,0.7112950592927874,0.9974376034197906,0.9917589225593741,0.9995747109900862,0.9871288931613632,0.7222805173736517,0.5597458808969202,0.9994186614201762,0.9290018205256835,0.9998974937864207,0.9995825637799118,0.9999580170937054,1.0,0.9987154540564149,0.881299504139347,0.4321320025055705,0.8831255325746449,0.917054508891447,0.9994295328368876,0.0,0.9971849602364887,0.8083078718278329,0.9995604694213301,0.6377552919078062,0.9998024412673532,0.7378216719589064,0.9929133642371311,0.949839799535514,0.6800733503407057,0.6480425897976136,0.9803221862738631,0.8547598555491208,0.9997388276776599,0.9999163001371114,0.9925535810045429,0.9999537157523365,0.9999877185358355,0.9997474690439756,0.9969886916614497,0.9999857457305652
post_apocalyptic,0.9897060706587727,0.7284354148467027,0.5770829602823431,0.5899778058334997,0.9455065519464767,0.9902357837403203,0.9987221313733375,0.7585538395784815,0.9980553721560109,0.9991527781679372,0.658877323116154,0.9999989679444691,0.9989837273281288,0.9999985849422383,0.9923533482177365,0.6125676892203228,0.7511814438266688,0.9982372739127,0.6900714906506801,0.7679730713525205,0.998096511729231,0.8634287617946137,1.0,0.9147328533798456,1.0,0.9965242407012243,0.964210172699666,0.9955967080184251,0.9202452181253133,0.7434860453356047,0.9981688080669338,0.9488987741215075,0.5592836571305859,0.999885791049535,0.9971849602364887,0.0,0.9972762621750623,0.8658357661501397,0.7303744797873639,0.9959079949747384,0.6863183238876213,0.714330691361563,0.9212441207137715,0.6184677222356127,0.7659658937348021,0.986592122033005,0.5043831224901721,0.984898465480041,0.9895697633593427,0.8810632729928283,0.8805120871063398,1.0,0.9917565513319924,0.4525620291265763,0.9999989344449526
psychological_horror,0.8586462336925114,0.9698614776475841,0.9499807617594945,0.9066974862268853,0.9999758499580192,0.7793333512495016,1.0,0.9758159649000042,0.8826642791081243,0.9945287786741978,0.999557702250154,0.9998552103563311,0.9988132980505393,1.0,1.0,0.9936840332097452,0.988328204034774,0.9980723967369489,0.9023184896704333,0.915722416244324,0.8714646468584111,0.7291701849383883,0.9997374205551195,0.4336077279672341,0.9999982155520791,0.9726111497304198,0.9997536031894063,0.9979235627008387,0.9990174640058973,0.9806843228432095,0.7469834414028718,0.9807209795953153,0.9977731734948604,0.9777976587090667,0.8083078718278329,0.9972762621750623,0.0,0.9997531396613355,0.9066542944736,0.9998545503563477,0.9999397535377793,0.9912794927884575,0.990451976087024,0.7464020157069977,0.667357659804539,0.9518021192215754,0.9540309486305733,0.9900659599000334,0.9834715308530694,0.9811231039415036,0.9970861284222403,0.99999198857026,0.9976071155416982,0.9950455626634087,0.9999914834148698
pvp,0.9991697256498275,0.5270341008532241,0.8763957303796502,0.9099574416078825,0.8576390306795977,1.0,0.9935951633586492,0.6180870007500311,0.9996018109478678,0.3181435945428851,0.8270125854075238,0.9991835075685586,0.8403935471091434,0.9947538674298886,0.9991624452744021,0.9446473531904188,0.3563068571103515,0.9034370007700816,0.6435202660839188,0.7815600246280079,0.9914932740385485,0.9705663875518701,1.0,0.9411787882237524,0.7217381901654858,0.9999910127193721,0.4231223320233648,0.9980213428711644,0.8133206534261844,0.4240495732558669,1.0,0.4092263185827708,0.8373740103941418,0.9993178653431228,0.9995604694213301,0.8658357661501397,0.9997531396613355,0.0,0.9037511134947308,0.9982339370208599,0.878677767054028,0.39462420214544336,0.8454070368815914,0.9758328189660671,0.9637797845398482,0.5134044997129015,0.598768014241344,0.35665951877570756,0.35164613363534514,0.9343804500775202,0.8319046302762367,0.5693060114463413,0.5031012720012089,0.8311919192738879,0.3058608931327462
rpg,0.6737833095229758,0.5688949200637636,0.43004399616482714,0.4283992388374833,0.8350128738974152,0.6009936863775469,0.9996668989823285,0.703416221660827,0.6910334919231631,0.9583122764111055,0.8413580379816705,0.7683098102698448,0.5486956929953897,0.8760833238186512,0.9656566487198177,0.6381208657460188,0.9184833769536656,0.3331217456522516,0.6884347680260265,0.862704067603115,0.7161680762715347,0.4255848928951619,0.9987046556961927,0.9341777464098998,0.8646811677950155,0.6310125550477764,0.9901694389080326,0.9998377479669561,0.6730138870078266,0.7343245318733909,0.5893564056429457,0.8709920461288699,0.4602547756549198,0.9988212592424006,0.6377552919078062,0.7303744797873639,0.9066542944736,0.9037511134947308,0.0,0.776385926707132,0.6709823291960626,0.8098521989332762,0.9255995016054406,0.4020325088511776,0.40096383281394443,0.874831405611312,0.8649855030962339,0.9842685520468227,0.950687176345165,0.5334455053193243,0.722094762877759,0.9990018604291555,0.9958237916785763,0.9656980759022232,0.9330619605238282
racing,0.998709152332075,0.48735053473158574,0.552757044549491,0.47830909162104673,0.9948504624152893,0.9999947418698198,1.0,0.6281723729325033,0.4871104429611305,0.9694800199206953,0.9984271637625335,0.14124033335794917,0.9999970810461454,0.9999499384162572,0.8380223064594727,0.9853077949364513,0.9989092760608776,0.9998195384759269,0.4397389408181652,0.9927882929028751,0.5536412255898673,0.5430227943285673,1.0,0.9997182574205108,0.9998232332032924,0.21938576797542209,1.0,0.9998215269611881,0.6243255978334532,0.5873796369733869,0.9999919157728113,0.9716959794239336,0.38635263558229516,0.960473295473245,0.9998024412673532,0.9959079949747384,0.9998545503563477,0.9982339370208599,0.776385926707132,0.0,0.6495427254609083,0.6190246630261816,0.9224815980577501,0.5276121647022693,0.9981406581219217,0.9988803472761447,0.9981278733891064,0.9999899904806389,0.9751316031123575,0.20245920111045224,0.29287142867659166,1.0,0.999164748289815,0.999704004947178,0.9998942706272728
sandbox,0.6862101149188242,0.45934826497111847,0.2431626386394069,0.5156224403319405,0.24349234120334273,0.9829426230577053,0.9993671452663432,0.39516259759632877,0.4583907834600328,0.9993909971970657,0.39985181407743364,0.6404914158331113,0.983806442577735,0.8439703203453334,0.9446603875447617,0.608985455415959,0.7772977118077548,0.897646646716264,0.39689214121834826,0.8667870890195195,0.43694925326950895,0.7386212598857393,0.9996014813163686,0.8917885330779215,0.9998377578892435,0.6590076885378127,0.9387022264400197,0.4290590883588692,0.37653063864873515,0.38110116320251386,0.9850728849565962,0.673415399235727,0.3297221445542745,0.4433782628008174,0.7378216719589064,0.6863183238876213,0.9999397535377793,0.878677767054028,0.6709823291960626,0.6495427254609083,0.0,0.6122995927985777,0.5320583523263926,0.3345420569611671,0.9068189699647752,0.9089863101304976,0.471410013923276,0.9756835873029577,0.992733223738943,0.5991541431134366,0.6561861874156325,0.9987771828864417,0.9527365512026372,0.7175177814992042,0.9997357154424983
shooter,0.9956609096974498,0.13941499825985548,0.5743443922602235,0.5913563628674124,0.8705982665691405,0.9991510587218844,0.6844897454301748,0.2510812221355504,0.5719169228553875,0.3310994618224592,0.7914505978664814,0.5555394042611903,0.9998536250110198,0.9973908278768576,0.9928127895722074,0.9101855966937369,0.13266720562514334,0.9912147966653572,0.1792933242649455,0.6804672317649033,0.562269200400419,0.7140984199418184,0.862246757309899,0.9345775053385619,0.9899827128599351,0.632034254649646,0.4340014583612285,0.8284178242223272,0.4590385774485971,0.14046149147303344,0.9990881430659212,0.31234962647628184,0.5359323149236842,0.8520546414431327,0.9929133642371311,0.714330691361563,0.9912794927884575,0.39462420214544336,0.8098521989332762,0.6190246630261816,0.6122995927985777,0.0,0.8457430448757092,0.561180720057016,0.9156879062008054,0.6559383535280902,0.70390707731081,0.26243831569243947,0.3104687945367809,0.5532873968950269,0.45675592844258894,0.35932910587159406,0.45453894679363127,0.7300913035026227,0.4626931259591134
simulation,0.942899341370607,0.7814993273457104,0.7851925536847744,0.8583507617198554,0.6105062378504734,0.9937671508755161,0.9994183276093087,0.7487306603523896,0.737128724253832,0.9630647076496247,0.8459508203661987,0.9761164860369668,0.9997060183961403,0.9961128706852944,0.42634165366855115,0.7993502699395179,0.8336292938341414,0.9660478641765337,0.7697422952628141,0.9042614089177948,0.6837218700999641,0.9471342134560093,0.9165821453490305,0.8949877864499376,0.9147135161561454,0.9968434993856462,0.801012213579795,0.6196232849475368,0.5623127616478669,0.7221945518402321,0.9951070276723162,0.7507877510401773,0.7630183883346884,0.49247070833913076,0.949839799535514,0.9212441207137715,0.990451976087024,0.8454070368815914,0.9255995016054406,0.9224815980577501,0.5320583523263926,0.8457430448757092,0.0,0.6544539923682307,0.9841055071725878,0.6926143854158203,0.7726693425811597,0.8945116869402814,0.9112738465804111,0.9775246042309412,0.9578322573686143,0.9963707372115265,0.811078762283644,0.8851801020979679,0.9565881689377376
singleplayer,0.6737126173535013,0.33851706047358865,0.18844020265386252,0.2176736316525273,0.6653741820393497,0.6378295425899689,0.9979474235304283,0.44287151785258483,0.417807224981698,0.9854065689968268,0.6561112145537447,0.5066309958412802,0.8627839401257591,0.8517648797268244,0.8592784998411952,0.5768742541748964,0.7639396017605337,0.7405435810894418,0.30323099111346996,0.8507057994979045,0.43199616240098004,0.29663945914079126,0.918842005489142,0.701229213675277,0.998926178436938,0.48178771904426476,0.9475383072631649,0.7484202095031522,0.4880860623497377,0.4726400401710079,0.6450363494256657,0.7802502939164606,0.2657469845973971,0.7183955956624004,0.6800733503407057,0.6184677222356127,0.7464020157069977,0.9758328189660671,0.4020325088511776,0.5276121647022693,0.3345420569611671,0.561180720057016,0.6544539923682307,0.0,0.4432917560648034,0.8109922145891477,0.6506117800352021,0.9187711213912607,0.9575746896064157,0.3812623079567926,0.5072477503929467,0.9987732477296372,0.9147263911967655,0.7539328258702916,0.9992346911147154
story_rich,0.7255080426151987,0.7972384823186416,0.6406509049117339,0.48723196470837915,0.9885037494596196,0.24788586454172656,0.9999445594246127,0.9444728594551394,0.7617153831977944,0.9997862092677349,0.9913295694447217,0.9892464704176952,0.696783966885252,0.9999416603682235,0.9897620109828049,0.7650135726265576,0.9259558029626253,0.617782685789291,0.8491461377192557,0.9745089534850118,0.7688911824492364,0.2964341991784848,0.9970460658039492,0.820436984395396,0.9996691420868219,0.8117845297969788,0.9970440419179912,0.999574760358831,0.8957995018302701,0.9640941243515206,0.2883335786026603,0.983575235229043,0.7593506214944268,0.9897269048872405,0.6480425897976136,0.7659658937348021,0.667357659804539,0.9637797845398482,0.40096383281394443,0.9981406581219217,0.9068189699647752,0.9156879062008054,0.9841055071725878,0.4432917560648034,0.0,0.9768775636682994,0.960212508747517,0.9790984231880588,1.0,0.7497927316194852,0.9273533408070989,0.99996915002651,0.9888019970995489,0.9705289430978321,0.99990513673146
strategy,0.9424247139156813,0.631460293913924,0.9452010891344573,0.9352194607260399,0.9307135950163047,0.9923401910198707,0.9971715946567579,0.6814698705746609,0.9653203928788893,0.4528913661492513,0.968889372269307,0.9638210881671521,0.9913032845443782,0.9946298032144947,0.996583878587911,0.9819419539143202,0.6103778415469283,0.7954025680185847,0.7611190805104644,0.5829714146113043,0.9487270600356751,0.9286823757077772,0.8742066323424127,0.9361202166639536,0.42157550667058297,0.9942033925315786,0.5652415523077411,0.9924788191525885,0.8166121396254702,0.5596256588436179,0.9975062216359246,0.48745897021135154,0.9570665113614318,0.9411215985605828,0.9803221862738631,0.986592122033005,0.9518021192215754,0.5134044997129015,0.874831405611312,0.9988803472761447,0.9089863101304976,0.6559383535280902,0.6926143854158203,0.8109922145891477,0.9768775636682994,0.0,0.9026328323215168,0.4763070828818945,0.40614157108408144,0.9766873350731645,0.9265767872060512,0.7377336110066632,0.533204448821814,0.9928686220772993,0.376515892759417
survival,0.8049443417077664,0.6304231235723718,0.4296315168778908,0.670929509390774,0.5099815900338902,0.9914285545054448,0.9974415084778857,0.5451576495198073,0.9894636517621443,0.9791533014801173,0.18596989813018472,0.9999947782532961,0.9993856678521325,0.6967980326449543,0.9958282901569385,0.6752380365616435,0.7330813027118084,0.9952326863839234,0.6177685736425206,0.7829145068723709,0.9928603575754033,0.9714512410756551,0.9999536634024722,0.6409123690895613,0.9974631365801183,0.9920333726918822,0.9406447978701602,0.9949118710844951,0.9752648726439578,0.5095448032804011,0.9999762992578027,0.7794363475007082,0.46117229481067146,0.9875757634970213,0.8547598555491208,0.5043831224901721,0.9540309486305733,0.598768014241344,0.8649855030962339,0.9981278733891064,0.471410013923276,0.70390707731081,0.7726693425811597,0.6506117800352021,0.960212508747517,0.9026328323215168,0.0,0.9167799658551966,0.96776331068711,0.9557445474891895,0.8653421080730517,0.999993267239401,0.9887412569207599,0.370853390164,0.9991980556139595
tactical,0.9969722569832355,0.4754343764991146,0.9727135023464969,0.9578375998168506,0.9995511068352533,0.9983648809695882,0.7839378492181893,0.5575271724195128,0.944243739269876,0.1744604146210491,0.966372678256445,0.940846722235955,0.9978719572063357,0.9999583257680904,1.0,0.9989149395046265,0.16029345387808125,0.9929930764783934,0.5382957368402468,0.8827423051329941,0.9111101358416759,0.935581446504399,0.792997563175061,0.9883200384923786,0.9995548864502577,0.9996690795327559,0.2253519763714531,0.9995703267726437,0.685519458095275,0.43367582144805084,0.9986169112835814,0.31975481622934865,0.9677174959584655,0.9752574506772973,0.9997388276776599,0.984898465480041,0.9900659599000334,0.35665951877570756,0.9842685520468227,0.9999899904806389,0.9756835873029577,0.26243831569243947,0.8945116869402814,0.9187711213912607,0.9790984231880588,0.4763070828818945,0.9167799658551966,0.0,0.15768364086014897,0.9687181958988036,0.8717116157073277,0.2976313736342807,0.26821693828097626,0.9774458950874894,0.2897560665183866
team_based,0.9998463357290276,0.4359585092463494,0.9825762948994202,0.9791668110358996,0.9995360144253379,1.0,0.6547556125005435,0.5259954439130585,0.9084639174099286,0.055470156268973,0.947087730680093,0.9386598969098774,0.9999921886569133,0.9979156679696319,0.998758142186591,0.99959229633053,0.18210504948498585,0.8908631254556527,0.5465498740376226,0.5903235760985803,0.857268931435166,0.9421740555419108,0.783278765386224,0.9598238153156783,0.6396622881269094,0.99591640051457,0.3143403217609497,0.999876194080229,0.683458233073162,0.3787987767897415,1.0,0.22356101000162043,0.9906919628824964,0.9819610840354717,0.9999163001371114,0.9895697633593427,0.9834715308530694,0.35164613363534514,0.950687176345165,0.9751316031123575,0.992733223738943,0.3104687945367809,0.9112738465804111,0.9575746896064157,1.0,0.40614157108408144,0.96776331068711,0.15768364086014897,0.0,0.990431049908906,0.9745618400650331,0.2218923925382743,0.36100115734821125,0.9644998350855261,0.13680086888625353
third_person,0.9998038747659752,0.3566220176721424,0.38260656756934497,0.26389196837563367,0.9863406443765225,0.87614766636251,0.9977189954332858,0.5647430298802402,0.47673968344136564,0.9945097287871959,0.9911901605465836,0.15349688510574178,0.7610275361683655,0.9982900190589454,0.9710870412337627,0.8392225365721132,0.9646698399133586,0.8038192800217087,0.41458060457900314,0.9624880063460595,0.5651024774459386,0.4216740590428357,0.9987792095218138,0.9559165192047299,0.9962132300777858,0.15489571435428862,0.9936179129366136,0.9997274279256042,0.5971394533037683,0.5538254178984505,0.907590445873635,0.9456591190171836,0.2539660972821286,0.9690682477354358,0.9925535810045429,0.8810632729928283,0.9811231039415036,0.9343804500775202,0.5334455053193243,0.20245920111045224,0.5991541431134366,0.5532873968950269,0.9775246042309412,0.3812623079567926,0.7497927316194852,0.9766873350731645,0.9557445474891895,0.9687181958988036,0.990431049908906,0.0,0.1700744069724648,0.9999862309439644,0.9936651069551996,0.9911449979103971,0.9992596869719041
third_person_shooter,0.9999353736000325,0.39191157055893455,0.5457141326550528,0.47745574256210466,0.9876686358964547,0.996348090580097,0.9996542588092152,0.5440711232947888,0.5346560206179507,0.9760857357286116,0.992490304881283,0.24444338963198153,0.99990526069034,0.9984916025274443,0.9857400826627847,0.9084983223223363,0.8971413222125204,0.9991637270295589,0.45798964442838974,0.9022501851020048,0.6109304518725773,0.5770461140601075,0.9995829844267564,0.9888675217160052,0.9997648179353618,0.31308462917837,0.951652681192911,0.999593005815424,0.6771143543312572,0.5267085288504729,0.9997484736919141,0.8306368466463305,0.39784362700582165,0.9893643195843701,0.9999537157523365,0.8805120871063398,0.9970861284222403,0.8319046302762367,0.722094762877759,0.29287142867659166,0.6561861874156325,0.45675592844258894,0.9578322573686143,0.5072477503929467,0.9273533408070989,0.9265767872060512,0.8653421080730517,0.8717116157073277,0.9745618400650331,0.1700744069724648,0.0,1.0,0.9672641559739503,0.9886640449720155,0.9999670168007936
trading,0.9998501803432871,0.5436104416571413,0.9990531962499998,0.9999023370686044,0.9998084035411426,1.0,0.2642441374551955,0.6640944011012515,0.8097819707938169,0.18962002946017908,0.8844930617946648,1.0,1.0,1.0,1.0,0.9968514478258421,0.2581589393005361,0.9999876795726248,0.5901981139192357,0.6603334692334291,0.7456181617552808,0.9998408507185583,1.0,1.0,1.0,0.9999936839400021,0.4795104611147075,1.0,0.6564975815376712,0.48953817152103163,0.9999965150446802,0.4337539225856991,0.9986393038927559,0.999997394082215,0.9999877185358355,1.0,0.99999198857026,0.5693060114463413,0.9990018604291555,1.0,0.9987771828864417,0.35932910587159406,0.9963707372115265,0.9987732477296372,0.99996915002651,0.7377336110066632,0.999993267239401,0.2976313736342807,0.2218923925382743,0.9999862309439644,1.0,0.0,0.5097969300317389,0.9999979713371808,0.4208865628566121
war,0.9888972229258759,0.6016446521336691,0.9732873647588466,0.9609639581974332,0.9978529132289186,0.9894375535912732,0.9996037033950221,0.716547464330139,0.9827644221804838,0.3513272284613901,0.9941827262744237,0.9999989029479477,0.9964344256444159,0.9994537421041356,0.9977830243619278,0.9991226614422216,0.3487501974101018,0.9918031888912671,0.6563638230939769,0.9154927462490283,0.9702381960660255,0.9884415852590027,0.9983528883589488,0.9967144739317926,0.9982052011302098,0.9990851131251609,0.15340956275966666,0.9994789068061232,0.7495447527646466,0.5717076994237253,1.0,0.5668694718051835,0.9570713172313746,0.9640953417005529,0.9997474690439756,0.9917565513319924,0.9976071155416982,0.5031012720012089,0.9958237916785763,0.999164748289815,0.9527365512026372,0.45453894679363127,0.811078762283644,0.9147263911967655,0.9888019970995489,0.533204448821814,0.9887412569207599,0.26821693828097626,0.36100115734821125,0.9936651069551996,0.9672641559739503,0.5097969300317389,0.0,0.9882532028414993,0.36170447625382907
zombies,0.9949644068387569,0.7001157242919696,0.6311543701391223,0.746873170754298,0.9556947887124639,0.9883771208609574,0.9980102530893944,0.5926310251980333,0.9895274160831288,0.9987597133824089,0.5840158183802782,0.9997735785411579,0.9997897112699341,0.9999816409171927,0.9998118001953518,0.9742849537581957,0.7316863636311044,0.9988613768674705,0.7214779101169508,0.6808837812138036,0.9943960428631731,0.9849579743474153,0.9994322946556794,0.7289880407033701,0.9999948776773184,0.9927999616979708,0.9255379954957333,0.9834510123939003,0.9612439228162664,0.617371753244707,0.9999355464344152,0.9001042624548184,0.630205397372749,0.9970997057931963,0.9969886916614497,0.4525620291265763,0.9950455626634087,0.8311919192738879,0.9656980759022232,0.999704004947178,0.7175177814992042,0.7300913035026227,0.8851801020979679,0.7539328258702916,0.9705289430978321,0.9928686220772993,0.370853390164,0.9774458950874894,0.9644998350855261,0.9911449979103971,0.9886640449720155,0.9999979713371808,0.9882532028414993,0.0,1.0
e_sports,0.9998633954260187,0.5656342127293468,0.9998007560351444,0.9993978639612314,1.0,1.0,1.0,0.6981326268192557,0.9999915453209607,0.08634236751390689,0.9999996838728042,1.0,0.999992213065961,1.0,0.9999680917253232,0.999999319741531,0.3514694945199809,0.8597449813241591,0.6618176784979903,0.6757962433941217,0.9997220417936827,0.9996193525415613,1.0,0.9999839924084628,0.516160411728379,0.9999624797999414,0.3189689604351872,0.9999977137333841,0.7501954612125233,0.5034358762683797,1.0,0.3934439923599211,0.9999936319131969,0.9999852763249053,0.9999857457305652,0.9999989344449526,0.9999914834148698,0.3058608931327462,0.9330619605238282,0.9998942706272728,0.9997357154424983,0.4626931259591134,0.9565881689377376,0.9992346911147154,0.99990513673146,0.376515892759417,0.9991980556139595,0.2897560665183866,0.13680086888625353,0.9992596869719041,0.9999670168007936,0.4208865628566121,0.36170447625382907,1.0,0.0
